query_id	corpus_id	score
GQ_2228	222-1	1
GQ_2229	222-1	1
GQ_2230	222-1	1
GQ_2231	222-1	1
GQ_2232	222-1	1
GQ_2233	222-1	1
GQ_2234	222-1	1
GQ_2235	222-1	1
GQ_2236	223-0	1
GQ_2237	223-0	1
GQ_2238	223-0	1
GQ_2239	223-0	1
GQ_2240	224-0	1
GQ_2241	224-0	1
GQ_2242	224-0	1
GQ_2243	224-0	1
GQ_2244	224-0	1
GQ_2245	224-0	1
GQ_2246	224-0	1
GQ_2247	224-0	1
GQ_2248	224-0	1
GQ_2249	224-0	1
GQ_2250	224-0	1
GQ_2251	224-0	1
GQ_2252	224-0	1
GQ_2253	224-0	1
GQ_2254	224-0	1
GQ_2255	224-0	1
GQ_2256	224-0	1
GQ_2257	224-0	1
GQ_2258	224-0	1
GQ_2259	224-0	1
GQ_2260	224-0	1
GQ_2261	224-0	1
GQ_2262	224-0	1
GQ_2263	224-1	1
GQ_2264	224-1	1
GQ_2265	224-1	1
GQ_2266	224-1	1
GQ_2267	224-1	1
GQ_2268	224-1	1
GQ_2269	224-1	1
GQ_2270	224-1	1
GQ_2271	224-1	1
GQ_2272	225-0	1
GQ_2273	225-0	1
GQ_2274	225-0	1
GQ_2275	225-0	1
GQ_2276	226-0	1
GQ_2277	226-0	1
GQ_2278	226-0	1
GQ_2279	226-0	1
GQ_2280	226-0	1
GQ_2281	226-0	1
GQ_2282	226-0	1
GQ_2283	226-0	1
GQ_2284	226-0	1
GQ_2285	226-0	1
GQ_2286	226-0	1
GQ_2287	226-0	1
GQ_2288	226-0	1
GQ_2289	226-0	1
GQ_2290	226-0	1
GQ_2291	226-0	1
GQ_2292	226-0	1
GQ_2293	226-0	1
GQ_2294	226-0	1
GQ_2295	226-0	1
GQ_2296	226-1	1
GQ_2297	226-1	1
GQ_2298	226-1	1
GQ_2299	226-1	1
GQ_2300	226-1	1
GQ_2301	226-1	1
GQ_2302	226-1	1
GQ_2303	226-1	1
GQ_2304	226-1	1
GQ_2305	226-1	1
GQ_2306	226-1	1
GQ_2307	226-1	1
GQ_2308	226-1	1
GQ_2309	226-1	1
GQ_2310	226-1	1
GQ_2311	226-1	1
GQ_2312	226-1	1
GQ_2313	226-1	1
GQ_2314	226-1	1
GQ_2315	226-1	1
GQ_2316	226-1	1
GQ_2317	226-1	1
GQ_2318	226-1	1
GQ_2319	226-1	1
GQ_2320	226-2	1
GQ_2321	226-2	1
GQ_2322	227-0	1
GQ_2323	227-0	1
GQ_2324	227-0	1
GQ_2325	227-0	1
GQ_2326	227-0	1
GQ_2327	227-0	1
GQ_2328	228-0	1
GQ_2329	228-0	1
GQ_2330	228-0	1
GQ_2331	228-0	1
GQ_2332	228-0	1
GQ_2333	228-0	1
GQ_2334	228-0	1
GQ_2335	228-0	1
GQ_2336	228-0	1
GQ_2337	230-0	1
GQ_2338	230-0	1
GQ_2339	230-0	1
GQ_2340	230-0	1
GQ_2341	230-0	1
GQ_2342	230-0	1
GQ_2343	230-0	1
GQ_2344	230-0	1
GQ_2345	230-0	1
GQ_2346	230-0	1
GQ_2347	230-0	1
GQ_2348	230-0	1
GQ_2349	230-0	1
GQ_2350	230-0	1
GQ_2351	230-0	1
GQ_2352	230-0	1
GQ_2353	230-0	1
GQ_2354	230-0	1
GQ_2355	230-0	1
GQ_2356	230-0	1
GQ_2357	230-0	1
GQ_2358	231-0	1
GQ_2359	231-0	1
GQ_2360	232-0	1
GQ_2361	232-0	1
GQ_2362	232-0	1
GQ_2363	232-0	1
GQ_2364	232-0	1
GQ_2365	232-0	1
GQ_2366	232-0	1
GQ_2367	232-0	1
GQ_2368	232-0	1
GQ_2369	232-0	1
GQ_2370	232-0	1
GQ_2371	232-0	1
GQ_2372	232-0	1
GQ_2373	232-0	1
GQ_2374	232-0	1
GQ_2375	233-0	1
GQ_2376	233-0	1
GQ_2377	234-0	1
GQ_2378	234-0	1
GQ_2379	234-0	1
GQ_2380	234-0	1
GQ_2381	234-0	1
GQ_2382	234-0	1
GQ_2383	234-0	1
GQ_2384	234-0	1
GQ_2385	235-0	1
GQ_2386	235-0	1
GQ_2387	235-0	1
GQ_2388	235-0	1
GQ_2389	235-0	1
GQ_2390	236-0	1
GQ_2391	236-0	1
GQ_2392	237-0	1
GQ_2393	237-0	1
GQ_2394	237-0	1
GQ_2395	237-0	1
GQ_2396	237-0	1
GQ_2397	237-0	1
GQ_2398	237-0	1
GQ_2399	237-0	1
GQ_2400	237-0	1
GQ_2401	238-0	1
GQ_2402	238-0	1
GQ_2403	238-0	1
GQ_2404	238-0	1
GQ_2405	238-0	1
GQ_2406	238-0	1
GQ_2407	238-0	1
GQ_2408	238-0	1
GQ_2409	238-0	1
GQ_2410	238-0	1
GQ_2411	238-0	1
GQ_2412	238-0	1
GQ_2413	238-0	1
GQ_2414	238-0	1
GQ_2415	238-0	1
GQ_2416	238-0	1
GQ_2417	238-0	1
GQ_2418	239-0	1
GQ_2419	239-0	1
GQ_2420	239-0	1
GQ_2421	239-0	1
GQ_2422	239-0	1
GQ_2423	239-0	1
GQ_2424	239-0	1
GQ_2425	239-0	1
GQ_2426	239-0	1
GQ_2427	239-0	1
GQ_2428	239-0	1
GQ_2429	239-0	1
GQ_2430	239-0	1
GQ_2431	239-0	1
GQ_2432	239-0	1
GQ_2433	239-0	1
GQ_2434	239-0	1
GQ_2435	239-0	1
GQ_2436	239-0	1
GQ_2437	239-0	1
GQ_2438	239-0	1
GQ_2439	239-0	1
GQ_2440	239-0	1
GQ_2441	239-0	1
GQ_2442	239-0	1
GQ_2443	239-0	1
GQ_2444	239-1	1
GQ_2445	239-1	1
GQ_2446	240-0	1
GQ_2447	240-0	1
GQ_2448	240-0	1
GQ_2449	240-0	1
GQ_2450	240-0	1
GQ_2451	240-0	1
GQ_2452	240-0	1
GQ_2453	240-0	1
GQ_2454	240-0	1
GQ_2455	241-0	1
GQ_2456	241-0	1
GQ_2457	241-0	1
GQ_2458	241-0	1
GQ_2459	241-0	1
GQ_2460	241-0	1
GQ_2461	241-0	1
GQ_2462	241-0	1
GQ_2463	241-0	1
GQ_2464	241-0	1
GQ_2465	241-0	1
GQ_2466	241-0	1
GQ_2467	241-0	1
GQ_2468	241-0	1
GQ_2469	241-0	1
GQ_2470	241-0	1
GQ_2471	241-0	1
GQ_2472	241-0	1
GQ_2473	241-0	1
GQ_2474	241-0	1
GQ_2475	241-1	1
GQ_2476	241-1	1
GQ_2477	241-1	1
GQ_2478	241-1	1
GQ_2479	241-1	1
GQ_2480	241-1	1
GQ_2481	241-1	1
GQ_2482	241-1	1
GQ_2483	241-1	1
GQ_2484	241-1	1
GQ_2485	241-1	1
GQ_2486	241-1	1
GQ_2487	241-1	1
GQ_2488	241-1	1
GQ_2489	241-1	1
GQ_2490	241-1	1
GQ_2491	241-1	1
GQ_2492	241-1	1
GQ_2493	241-1	1
GQ_2494	241-1	1
GQ_2495	241-1	1
GQ_2496	241-1	1
GQ_2497	241-1	1
GQ_2498	241-1	1
GQ_2499	241-1	1
GQ_2500	241-1	1
GQ_2501	241-1	1
GQ_2502	242-0	1
GQ_2503	242-0	1
GQ_2504	242-0	1
GQ_2505	242-0	1
GQ_2506	242-0	1
GQ_2507	242-0	1
GQ_2508	242-0	1
GQ_2509	242-0	1
GQ_2510	242-0	1
GQ_2511	242-0	1
GQ_2512	242-0	1
GQ_2513	243-0	1
GQ_2514	243-0	1
GQ_2515	243-0	1
GQ_2516	243-0	1
GQ_2517	243-0	1
GQ_2518	243-0	1
GQ_2519	243-0	1
GQ_2520	243-0	1
GQ_2521	243-0	1
GQ_2522	243-0	1
GQ_2523	243-0	1
GQ_2524	243-0	1
GQ_2525	243-0	1
GQ_2526	243-0	1
GQ_2527	243-0	1
GQ_2528	243-0	1
GQ_2529	243-0	1
GQ_2530	243-0	1
GQ_2531	243-0	1
GQ_2532	243-0	1
GQ_2533	243-0	1
GQ_2534	243-0	1
GQ_2535	243-0	1
GQ_2536	243-0	1
GQ_2537	243-0	1
GQ_2538	243-0	1
GQ_2539	243-1	1
GQ_2540	243-1	1
GQ_2541	243-1	1
GQ_2542	243-1	1
GQ_2543	243-1	1
GQ_2544	243-1	1
GQ_2545	243-1	1
GQ_2546	243-1	1
GQ_2547	244-0	1
GQ_2548	244-0	1
GQ_2549	244-0	1
GQ_2550	244-0	1
GQ_2551	244-0	1
GQ_2552	244-0	1
GQ_2553	245-0	1
GQ_2554	245-0	1
GQ_2555	245-0	1
GQ_2556	245-0	1
GQ_2557	245-0	1
GQ_2558	245-0	1
GQ_2559	245-0	1
GQ_2560	245-0	1
GQ_2561	245-0	1
GQ_2562	245-0	1
GQ_2563	245-0	1
GQ_2564	245-0	1
GQ_2565	245-0	1
GQ_2566	246-0	1
GQ_2567	246-0	1
GQ_2568	246-0	1
GQ_2569	246-0	1
GQ_2570	246-0	1
GQ_2571	246-0	1
GQ_2572	246-0	1
GQ_2573	246-0	1
GQ_2574	246-0	1
GQ_2575	246-0	1
GQ_2576	246-0	1
GQ_2577	246-0	1
GQ_2578	246-0	1
GQ_2579	246-0	1
GQ_2580	246-0	1
GQ_2581	246-0	1
GQ_2582	247-0	1
GQ_2583	247-0	1
GQ_2584	247-0	1
GQ_2585	247-0	1
GQ_2586	247-0	1
GQ_2587	247-0	1
GQ_2588	247-0	1
GQ_2589	247-0	1
GQ_2590	247-0	1
GQ_2591	247-0	1
GQ_2592	247-0	1
GQ_2593	247-0	1
GQ_2594	247-0	1
GQ_2595	247-0	1
GQ_2596	247-0	1
GQ_2597	247-0	1
GQ_2598	247-0	1
GQ_2599	247-0	1
GQ_2600	247-0	1
GQ_2601	247-0	1
GQ_2602	247-0	1
GQ_2603	247-0	1
GQ_2604	247-0	1
GQ_2605	247-0	1
GQ_2606	247-0	1
GQ_2607	247-0	1
GQ_2608	247-0	1
GQ_2609	247-0	1
GQ_2610	247-1	1
GQ_2611	247-1	1
GQ_2612	247-1	1
GQ_2613	247-1	1
GQ_2614	247-1	1
GQ_2615	247-1	1
GQ_2616	247-1	1
GQ_2617	247-1	1
GQ_2618	248-0	1
GQ_2619	248-0	1
GQ_2620	248-0	1
GQ_2621	248-0	1
GQ_2622	248-0	1
GQ_2623	248-0	1
GQ_2624	248-0	1
GQ_2625	248-0	1
GQ_2626	248-0	1
GQ_2627	248-0	1
GQ_2628	248-0	1
GQ_2629	248-0	1
GQ_2630	248-0	1
GQ_2631	248-0	1
GQ_2632	248-0	1
GQ_2633	248-0	1
GQ_2634	248-0	1
GQ_2635	248-0	1
GQ_2636	248-0	1
GQ_2637	249-0	1
GQ_2638	249-0	1
GQ_2639	249-0	1
GQ_2640	249-0	1
GQ_2641	249-0	1
GQ_2642	249-0	1
GQ_2643	249-0	1
GQ_2644	249-0	1
GQ_2645	249-0	1
GQ_2646	249-0	1
GQ_2647	249-0	1
GQ_2648	249-0	1
GQ_2649	249-0	1
GQ_2650	250-0	1
GQ_2651	250-0	1
GQ_2652	250-0	1
GQ_2653	250-0	1
GQ_2654	250-0	1
GQ_2655	250-0	1
GQ_2656	250-0	1
GQ_2657	250-0	1
GQ_2658	250-0	1
GQ_2659	250-0	1
GQ_2660	250-0	1
GQ_2661	250-0	1
GQ_2662	251-0	1
GQ_2663	251-0	1
GQ_2664	251-0	1
GQ_2665	252-0	1
GQ_2666	252-0	1
GQ_2667	252-0	1
GQ_2668	252-0	1
GQ_2669	252-0	1
GQ_2670	252-0	1
GQ_2671	252-0	1
GQ_2672	252-0	1
GQ_2673	252-0	1
GQ_2674	252-0	1
GQ_2675	252-0	1
GQ_2676	253-0	1
GQ_2677	253-0	1
GQ_2678	253-0	1
GQ_2679	253-0	1
GQ_2680	253-0	1
GQ_2681	253-0	1
GQ_2682	253-0	1
GQ_2683	253-0	1
GQ_2684	254-0	1
GQ_2685	254-0	1
GQ_2686	254-0	1
GQ_2687	254-0	1
GQ_2688	254-0	1
GQ_2689	254-0	1
GQ_2690	254-0	1
GQ_2691	254-0	1
GQ_2692	254-0	1
GQ_2693	254-0	1
GQ_2694	254-0	1
GQ_2695	254-0	1
GQ_2696	254-0	1
GQ_2697	254-0	1
GQ_2698	255-0	1
GQ_2699	255-0	1
GQ_2700	255-0	1
GQ_2701	255-0	1
GQ_2702	255-0	1
GQ_2703	255-0	1
GQ_2704	255-0	1
GQ_2705	255-0	1
GQ_2706	255-0	1
GQ_2707	255-0	1
GQ_2708	255-0	1
GQ_2709	255-0	1
GQ_2710	256-0	1
GQ_2711	256-0	1
GQ_2712	256-0	1
GQ_2713	256-0	1
GQ_2714	257-0	1
GQ_2715	257-0	1
GQ_2716	257-0	1
GQ_2717	258-0	1
GQ_2718	258-0	1
GQ_2719	259-0	1
GQ_2720	259-0	1
GQ_2721	259-0	1
GQ_2722	259-0	1
GQ_2723	259-0	1
GQ_2724	259-0	1
GQ_2725	259-0	1
GQ_2726	259-0	1
GQ_2727	259-0	1
GQ_2728	259-0	1
GQ_2729	259-0	1
GQ_2730	259-0	1
GQ_2731	259-0	1
GQ_2732	259-0	1
GQ_2733	259-0	1
GQ_2734	259-0	1
GQ_2735	259-0	1
GQ_2736	259-0	1
GQ_2737	259-0	1
GQ_2738	259-0	1
GQ_2739	259-0	1
GQ_2740	259-0	1
GQ_2741	259-0	1
GQ_2742	259-0	1
GQ_2743	259-0	1
GQ_2744	259-1	1
GQ_2745	259-1	1
GQ_2746	259-1	1
GQ_2747	259-1	1
GQ_2748	260-0	1
GQ_2749	260-0	1
GQ_2750	260-0	1
GQ_2751	261-0	1
GQ_2752	261-0	1
GQ_2753	261-0	1
GQ_2754	261-0	1
GQ_2755	261-0	1
GQ_2756	261-0	1
GQ_2757	261-0	1
GQ_2758	261-0	1
GQ_2759	261-0	1
GQ_2760	261-0	1
GQ_2761	261-0	1
GQ_2762	262-0	1
GQ_2763	262-0	1
GQ_2764	262-0	1
GQ_2765	262-0	1
GQ_2766	262-0	1
GQ_2767	262-0	1
GQ_2768	262-0	1
GQ_2769	262-0	1
GQ_2770	262-0	1
GQ_2771	262-0	1
GQ_2772	262-0	1
GQ_2773	262-0	1
GQ_2774	262-0	1
GQ_2775	263-0	1
GQ_2776	263-0	1
GQ_2777	263-0	1
GQ_2778	263-0	1
GQ_2779	263-0	1
GQ_2780	263-0	1
GQ_2781	263-0	1
GQ_2782	263-0	1
GQ_2783	263-0	1
GQ_2784	263-0	1
GQ_2785	263-0	1
GQ_2786	263-0	1
GQ_2787	263-0	1
GQ_2788	263-0	1
GQ_2789	263-0	1
GQ_2790	263-0	1
GQ_2791	263-0	1
GQ_2792	263-0	1
GQ_2793	263-0	1
GQ_2794	264-0	1
GQ_2795	264-0	1
GQ_2796	264-0	1
GQ_2797	264-0	1
GQ_2798	264-0	1
GQ_2799	264-0	1
GQ_2800	264-0	1
GQ_2801	264-0	1
GQ_2802	264-0	1
GQ_2803	264-0	1
GQ_2804	265-0	1
GQ_2805	265-0	1
GQ_2806	265-0	1
GQ_2807	265-0	1
GQ_2808	266-0	1
GQ_2809	266-0	1
GQ_2810	266-0	1
GQ_2811	266-0	1
GQ_2812	266-0	1
GQ_2813	266-0	1
GQ_2814	266-0	1
GQ_2815	266-0	1
GQ_2816	266-0	1
GQ_2817	267-0	1
GQ_2818	267-0	1
GQ_2819	267-0	1
GQ_2820	267-0	1
GQ_2821	268-0	1
GQ_2822	268-0	1
GQ_2823	268-0	1
GQ_2824	268-0	1
GQ_2825	268-0	1
GQ_2826	268-0	1
GQ_2827	268-0	1
GQ_2828	268-0	1
GQ_2829	268-0	1
GQ_2830	268-0	1
GQ_2831	268-0	1
GQ_2832	268-0	1
GQ_2833	268-0	1
GQ_2834	268-0	1
GQ_2835	268-0	1
GQ_2836	268-0	1
GQ_2837	268-0	1
GQ_2838	268-0	1
GQ_2839	268-0	1
GQ_2840	268-0	1
GQ_2841	269-0	1
GQ_2842	269-0	1
GQ_2843	269-0	1
GQ_2844	269-0	1
GQ_2845	269-0	1
GQ_2846	269-0	1
GQ_2847	269-0	1
GQ_2848	269-0	1
GQ_2849	269-0	1
GQ_2850	269-0	1
GQ_2851	269-0	1
GQ_2852	269-0	1
GQ_2853	269-0	1
GQ_2854	269-0	1
GQ_2855	270-0	1
GQ_2856	270-0	1
GQ_2857	270-0	1
GQ_2858	271-0	1
GQ_2859	271-0	1
GQ_2860	271-0	1
GQ_2861	271-0	1
GQ_2862	272-0	1
GQ_2863	272-0	1
GQ_2864	272-0	1
GQ_2865	272-0	1
GQ_2866	272-0	1
GQ_2867	272-0	1
GQ_2868	272-0	1
GQ_2869	272-0	1
GQ_2870	272-0	1
GQ_2871	272-0	1
GQ_2872	273-0	1
GQ_2873	273-0	1
GQ_2874	273-0	1
GQ_2875	273-0	1
GQ_2876	273-0	1
GQ_2877	273-0	1
GQ_2878	273-0	1
GQ_2879	273-0	1
GQ_2880	273-0	1
GQ_2881	273-0	1
GQ_2882	273-0	1
GQ_2883	273-0	1
GQ_2884	273-0	1
GQ_2885	274-0	1
GQ_2886	274-0	1
GQ_2887	274-0	1
GQ_2888	274-0	1
GQ_2889	274-0	1
GQ_2890	274-0	1
GQ_2891	274-0	1
GQ_2892	274-0	1
GQ_2893	275-0	1
GQ_2894	275-0	1
GQ_2895	275-0	1
GQ_2896	275-0	1
GQ_2897	275-0	1
GQ_2898	275-0	1
GQ_2899	275-0	1
GQ_2900	275-0	1
GQ_2901	275-0	1
GQ_2902	275-0	1
GQ_2903	275-0	1
GQ_2904	275-0	1
GQ_2905	275-0	1
GQ_2906	275-0	1
GQ_2907	275-0	1
GQ_2908	275-0	1
GQ_2909	275-0	1
GQ_2910	276-0	1
GQ_2911	276-0	1
GQ_2912	276-0	1
GQ_2913	276-0	1
GQ_2914	276-0	1
GQ_2915	277-0	1
GQ_2916	277-0	1
GQ_2917	277-0	1
GQ_2918	277-0	1
GQ_2919	277-0	1
GQ_2920	277-0	1
GQ_2921	277-0	1
GQ_2922	277-0	1
GQ_2923	277-0	1
GQ_2924	277-0	1
GQ_2925	277-0	1
GQ_2926	277-0	1
GQ_2927	277-0	1
GQ_2928	278-0	1
GQ_2929	278-0	1
GQ_2930	279-0	1
GQ_2931	279-0	1
GQ_2932	279-0	1
GQ_2933	279-0	1
GQ_2934	280-0	1
GQ_2935	280-0	1
GQ_2936	280-0	1
GQ_2937	281-0	1
GQ_2938	281-0	1
GQ_2939	282-0	1
GQ_2940	282-0	1
GQ_2941	282-0	1
GQ_2942	282-0	1
GQ_2943	282-0	1
GQ_2944	282-0	1
GQ_2945	282-0	1
GQ_2946	282-0	1
GQ_2947	283-0	1
GQ_2948	283-0	1
GQ_2949	283-0	1
GQ_2950	283-0	1
GQ_2951	283-0	1
GQ_2952	283-0	1
GQ_2953	283-0	1
GQ_2954	283-0	1
GQ_2955	283-0	1
GQ_2956	283-0	1
GQ_2957	283-0	1
GQ_2958	283-0	1
GQ_2959	283-0	1
GQ_2960	283-0	1
GQ_2961	283-0	1
GQ_2962	283-0	1
GQ_2963	283-0	1
GQ_2964	283-0	1
GQ_2965	283-0	1
GQ_2966	283-0	1
GQ_2967	283-0	1
GQ_2968	283-0	1
GQ_2969	283-0	1
GQ_2970	284-0	1
GQ_2971	284-0	1
GQ_2972	284-0	1
GQ_2973	284-0	1
GQ_2974	284-0	1
GQ_2975	284-0	1
GQ_2976	284-0	1
GQ_2977	284-0	1
GQ_2978	284-0	1
GQ_2979	284-0	1
GQ_2980	284-0	1
GQ_2981	284-0	1
GQ_2982	284-0	1
GQ_2983	285-0	1
GQ_2984	285-0	1
GQ_2985	285-0	1
GQ_2986	285-0	1
GQ_2987	285-0	1
GQ_2988	285-0	1
GQ_2989	285-0	1
GQ_2990	285-0	1
GQ_2991	285-0	1
GQ_2992	285-0	1
GQ_2993	285-0	1
GQ_2994	285-0	1
GQ_2995	285-0	1
GQ_2996	285-0	1
GQ_2997	285-0	1
GQ_2998	285-0	1
GQ_2999	285-0	1
GQ_3000	285-0	1
GQ_3001	285-0	1
GQ_3002	285-0	1
GQ_3003	285-0	1
GQ_3004	285-0	1
GQ_3005	285-0	1
GQ_3006	285-0	1
GQ_3007	286-0	1
GQ_3008	286-0	1
GQ_3009	286-0	1
GQ_3010	286-0	1
GQ_3011	286-0	1
GQ_3012	286-0	1
GQ_3013	286-0	1
GQ_3014	286-0	1
GQ_3015	286-0	1
GQ_3016	286-0	1
GQ_3017	286-0	1
GQ_3018	286-0	1
GQ_3019	286-0	1
GQ_3020	286-0	1
GQ_3021	286-0	1
GQ_3022	286-0	1
GQ_3023	286-0	1
GQ_3024	286-0	1
GQ_3025	287-0	1
GQ_3026	287-0	1
GQ_3027	287-0	1
GQ_3028	287-0	1
GQ_3029	287-0	1
GQ_3030	287-0	1
GQ_3031	287-0	1
GQ_3032	287-0	1
GQ_3033	287-0	1
GQ_3034	287-0	1
GQ_3035	287-0	1
GQ_3036	287-0	1
GQ_3037	287-0	1
GQ_3038	287-0	1
GQ_3039	287-0	1
GQ_3040	287-0	1
GQ_3041	287-0	1
GQ_3042	288-0	1
GQ_3043	288-0	1
GQ_3044	289-0	1
GQ_3045	289-0	1
GQ_3046	290-0	1
GQ_3047	290-0	1
GQ_3048	290-0	1
GQ_3049	290-0	1
GQ_3050	290-0	1
GQ_3051	291-0	1
GQ_3052	291-0	1
GQ_3053	291-0	1
GQ_3054	292-0	1
GQ_3055	293-0	1
GQ_3056	293-0	1
GQ_3057	293-0	1
GQ_3058	294-0	1
GQ_3059	294-0	1
GQ_3060	294-0	1
GQ_3061	294-0	1
GQ_3062	294-0	1
GQ_3063	294-0	1
GQ_3064	294-0	1
GQ_3065	294-0	1
GQ_3066	294-0	1
GQ_3067	294-0	1
GQ_3068	294-0	1
GQ_3069	294-0	1
GQ_3070	294-0	1
GQ_3071	294-0	1
GQ_3072	295-0	1
GQ_3073	295-0	1
GQ_3074	295-0	1
GQ_3075	295-0	1
GQ_3076	295-0	1
GQ_3077	295-0	1
GQ_3078	295-0	1
GQ_3079	296-0	1
GQ_3080	296-0	1
GQ_3081	296-0	1
GQ_3082	296-0	1
GQ_3083	296-0	1
GQ_3084	296-0	1
GQ_3085	297-0	1
GQ_3086	297-0	1
GQ_3087	297-0	1
GQ_3088	297-0	1
GQ_3089	298-0	1
GQ_3090	298-0	1
GQ_3091	298-0	1
GQ_3092	298-0	1
GQ_3093	298-0	1
GQ_3094	298-0	1
GQ_3095	298-0	1
GQ_3096	298-0	1
GQ_3097	298-0	1
GQ_3098	298-0	1
GQ_3099	298-0	1
GQ_3100	299-0	1
GQ_3101	299-0	1
GQ_3102	299-0	1
GQ_3103	299-0	1
GQ_3104	299-0	1
GQ_3105	299-0	1
GQ_3106	299-0	1
GQ_3107	299-0	1
GQ_3108	299-0	1
GQ_3109	299-0	1
GQ_3110	299-0	1
GQ_3111	299-0	1
GQ_3112	300-0	1
GQ_3113	300-0	1
GQ_3114	300-0	1
GQ_3115	300-0	1
GQ_3116	300-0	1
GQ_3117	300-0	1
GQ_3118	300-0	1
GQ_3119	300-0	1
GQ_3120	300-0	1
GQ_3121	300-0	1
GQ_3122	300-0	1
GQ_3123	300-0	1
GQ_3124	300-0	1
GQ_3125	300-0	1
GQ_3126	300-0	1
GQ_3127	300-0	1
GQ_3128	300-0	1
GQ_3129	300-0	1
GQ_3130	300-0	1
GQ_3131	301-0	1
GQ_3132	301-0	1
GQ_3133	302-0	1
GQ_3134	302-0	1
GQ_3135	302-0	1
GQ_3136	302-0	1
GQ_3137	302-0	1
GQ_3138	302-0	1
GQ_3139	302-0	1
GQ_3140	302-0	1
GQ_3141	302-0	1
GQ_3142	302-0	1
GQ_3143	302-0	1
GQ_3144	302-0	1
GQ_3145	302-0	1
GQ_3146	302-0	1
GQ_3147	303-0	1
GQ_3148	303-0	1
GQ_3149	303-0	1
GQ_3150	303-0	1
GQ_3151	303-0	1
GQ_3152	303-0	1
GQ_3153	304-0	1
GQ_3154	305-0	1
GQ_3155	305-0	1
GQ_3156	306-0	1
GQ_3157	307-0	1
GQ_3158	307-0	1
GQ_3159	307-0	1
GQ_3160	307-0	1
GQ_3161	307-0	1
GQ_3162	307-0	1
GQ_3163	307-0	1
GQ_3164	307-0	1
GQ_3165	307-0	1
GQ_3166	307-0	1
GQ_3167	308-0	1
GQ_3168	308-0	1
GQ_3169	308-0	1
GQ_3170	308-0	1
GQ_3171	308-0	1
GQ_3172	308-0	1
GQ_3173	308-0	1
GQ_3174	308-0	1
GQ_3175	308-0	1
GQ_3176	308-0	1
GQ_3177	309-0	1
GQ_3178	309-0	1
GQ_3179	309-0	1
GQ_3180	309-0	1
GQ_3181	309-0	1
GQ_3182	309-0	1
GQ_3183	309-0	1
GQ_3184	309-0	1
GQ_3185	309-0	1
GQ_3186	310-0	1
GQ_3187	310-0	1
GQ_3188	310-0	1
GQ_3189	310-0	1
GQ_3190	310-0	1
GQ_3191	310-0	1
GQ_3192	310-0	1
GQ_3193	310-0	1
GQ_3194	310-0	1
GQ_3195	310-0	1
GQ_3196	310-0	1
GQ_3197	310-0	1
GQ_3198	310-0	1
GQ_3199	310-0	1
GQ_3200	310-0	1
GQ_3201	310-0	1
GQ_3202	310-0	1
GQ_3203	311-0	1
GQ_3204	311-0	1
GQ_3205	311-0	1
GQ_3206	311-0	1
GQ_3207	311-0	1
GQ_3208	311-0	1
GQ_3209	311-0	1
GQ_3210	311-0	1
GQ_3211	311-0	1
GQ_3212	311-0	1
GQ_3213	311-0	1
GQ_3214	312-0	1
GQ_3215	312-0	1
GQ_3216	314-0	1
GQ_3217	314-0	1
GQ_3218	314-0	1
GQ_3219	315-0	1
GQ_3220	315-0	1
GQ_3221	315-0	1
GQ_3222	315-0	1
GQ_3223	315-0	1
GQ_3224	315-0	1
GQ_3225	315-0	1
GQ_3226	315-0	1
GQ_3227	315-0	1
GQ_3228	315-0	1
GQ_3229	315-0	1
GQ_3230	315-0	1
GQ_3231	315-0	1
GQ_3232	315-0	1
GQ_3233	315-0	1
GQ_3234	315-0	1
GQ_3235	316-0	1
GQ_3236	316-0	1
GQ_3237	316-0	1
GQ_3238	316-0	1
GQ_3239	316-0	1
GQ_3240	317-0	1
GQ_3241	317-0	1
GQ_3242	317-0	1
GQ_3243	317-0	1
GQ_3244	317-0	1
GQ_3245	317-0	1
GQ_3246	317-0	1
GQ_3247	317-0	1
GQ_3248	317-0	1
GQ_3249	317-0	1
GQ_3250	317-0	1
GQ_3251	317-0	1
GQ_3252	317-0	1
GQ_3253	317-0	1
GQ_3254	317-0	1
GQ_3255	317-0	1
GQ_3256	317-0	1
GQ_3257	317-0	1
GQ_3258	317-0	1
GQ_3259	317-0	1
GQ_3260	317-0	1
GQ_3261	317-0	1
GQ_3262	318-0	1
GQ_3263	318-0	1
GQ_3264	318-0	1
GQ_3265	318-0	1
GQ_3266	318-0	1
GQ_3267	318-0	1
GQ_3268	318-0	1
GQ_3269	318-0	1
GQ_3270	318-0	1
GQ_3271	318-0	1
GQ_3272	318-0	1
GQ_3273	318-0	1
GQ_3274	318-0	1
GQ_3275	318-0	1
GQ_3276	318-0	1
GQ_3277	318-0	1
GQ_3278	318-0	1
GQ_3279	319-0	1
GQ_3280	319-0	1
GQ_3281	319-0	1
GQ_3282	319-0	1
GQ_3283	319-0	1
GQ_3284	319-0	1
GQ_3285	319-0	1
GQ_3286	319-0	1
GQ_3287	319-0	1
GQ_3288	319-0	1
GQ_3289	319-0	1
GQ_3290	319-0	1
GQ_3291	319-0	1
GQ_3292	319-0	1
GQ_3293	320-0	1
GQ_3294	320-0	1
GQ_3295	320-0	1
GQ_3296	320-0	1
GQ_3297	320-0	1
GQ_3298	320-0	1
GQ_3299	320-0	1
GQ_3300	320-0	1
GQ_3301	320-0	1
GQ_3302	320-0	1
GQ_3303	320-0	1
